language,exercise,topic
DEPRECATED.javascript,protein-translation,strings
DEPRECATED.javascript,zipper,recursion
DEPRECATED.javascript,zipper,searching
DEPRECATED.javascript,zipper,trees
DEPRECATED.javascript,isbn-verifier,conditionals
DEPRECATED.javascript,isbn-verifier,loops
DEPRECATED.javascript,isbn-verifier,pattern_matching
DEPRECATED.javascript,isbn-verifier,strings
DEPRECATED.javascript,forth,domain_specific_languages
DEPRECATED.javascript,forth,parsing
DEPRECATED.javascript,forth,stacks
DEPRECATED.javascript,variable-length-quantity,bitwise_operations
DEPRECATED.javascript,variable-length-quantity,transforming
DEPRECATED.javascript,rectangles,parsing
DEPRECATED.javascript,rectangles,pattern_recognition
DEPRECATED.javascript,rectangles,searching
DEPRECATED.javascript,armstrong-numbers,algorithms
DEPRECATED.javascript,armstrong-numbers,mathematics
clojure,armstrong-numbers,math
clojure,collatz-conjecture,math
clojure,complex-numbers,math
clojure,perfect-numbers,math
clojure,binary,math
clojure,trinary,math
clojure,spiral-matrix,recursivity
clojure,prime-factors,math
clojure,octal,math
clojure,pascals-triangle,math
clojure,sum-of-multiples,math
clojure,sieve,math
clojure,difference-of-squares,math
clojure,hexadecimal,math
clojure,all-your-base,math
clojure,largest-series-product,math
clojure,nth-prime,math
clojure,protein-translation,pattern_matching
clojure,protein-translation,strings
go,gigasecond,time
go,bob,conditionals
go,bob,strings
go,acronym,regular_expressions
go,acronym,strings
go,acronym,transforming
go,hello-world,strings
go,space-age,floating_point_numbers
go,space-age,if_else_statements
go,two-fer,conditionals
go,two-fer,strings
go,hamming,equality
go,hamming,loops
go,hamming,strings
go,raindrops,conditionals
go,raindrops,filtering
go,raindrops,strings
go,scrabble-score,loops
go,scrabble-score,maps
go,scrabble-score,strings
go,isogram,sequences
go,isogram,strings
go,reverse-string,sequences
go,reverse-string,strings
go,difference-of-squares,algorithms
go,difference-of-squares,math
go,luhn,algorithms
go,luhn,integers
go,luhn,strings
go,grains,bitwise_operations
go,grains,if_else_statements
go,grains,integers
go,grains,type_conversion
go,clock,equality
go,clock,text_formatting
go,clock,time
go,parallel-letter-frequency,concurrency
go,tree-building,records
go,tree-building,refactoring
go,tree-building,sorting
go,tree-building,trees
go,robot-name,randomness
go,tournament,integers
go,tournament,parsing
go,tournament,records
go,tournament,sorting
go,tournament,strings
go,tournament,text_formatting
go,tournament,transforming
go,twelve-days,algorithms
go,twelve-days,pattern_recognition
go,twelve-days,sequences
go,twelve-days,strings
go,twelve-days,text_formatting
go,matrix,arrays
go,matrix,exception_handling
go,matrix,matrices
go,matrix,strings
go,matrix,type_conversion
go,sublist,arrays
go,sublist,control_flow_loops
go,error-handling,exception_handling
go,flatten-array,arrays
go,flatten-array,recursion
go,bank-account,concurrency
go,bank-account,integers
go,paasio,concurrency
go,paasio,interfaces
go,paasio,networking
go,leap,booleans
go,leap,conditionals
go,leap,integers
go,leap,logic
go,accumulate,lists
go,triangle,booleans
go,triangle,conditionals
go,triangle,logic
go,secret-handshake,arrays
go,secret-handshake,bitwise_operations
go,secret-handshake,integers
go,house,recursion
go,house,strings
go,house,text_formatting
go,pascals-triangle,algorithms
go,pascals-triangle,arrays
go,pascals-triangle,math
go,pascals-triangle,recursion
go,series,arrays
go,series,refactoring
go,series,strings
go,queen-attack,booleans
go,queen-attack,errors
go,queen-attack,games
go,queen-attack,logic
go,etl,loops
go,etl,maps
go,etl,transforming
go,sum-of-multiples,loops
go,sum-of-multiples,math
go,pythagorean-triplet,algorithms
go,pythagorean-triplet,math
go,pangram,loops
go,pangram,strings
go,crypto-square,cryptography
go,crypto-square,filtering
go,crypto-square,strings
go,crypto-square,text_formatting
go,crypto-square,transforming
go,food-chain,conditionals
go,food-chain,loops
go,food-chain,recursion
go,food-chain,strings
go,food-chain,text_formatting
go,largest-series-product,algorithms
go,largest-series-product,integers
go,largest-series-product,math
go,largest-series-product,sequences
go,sieve,algorithms
go,sieve,integers
go,sieve,loops
go,sieve,math
go,sieve,sorting
go,palindrome-products,algorithms
go,palindrome-products,math
go,scale-generator,pattern_matching
go,scale-generator,strings
go,protein-translation,filtering
go,protein-translation,maps
go,protein-translation,sequences
go,perfect-numbers,algorithms
go,perfect-numbers,filtering
go,perfect-numbers,integers
go,perfect-numbers,math
go,bracket-push,parsing
go,bracket-push,strings
go,anagram,filtering
go,anagram,parsing
go,anagram,sorting
go,anagram,strings
go,word-count,sorting
go,word-count,strings
go,allergies,bitwise_operations
go,allergies,enumeration
go,rail-fence-cipher,algorithms
go,rail-fence-cipher,cryptography
go,rail-fence-cipher,loops
go,rail-fence-cipher,sorting
go,rail-fence-cipher,strings
go,rail-fence-cipher,text_formatting
go,rail-fence-cipher,transforming
go,rna-transcription,maps
go,rna-transcription,transforming
go,roman-numerals,numbers
go,roman-numerals,transforming
go,say,numbers
go,say,strings
go,say,text_formatting
go,say,transforming
go,circular-buffer,queues
go,circular-buffer,structs
go,diamond,algorithms
go,diamond,conditionals
go,diamond,loops
go,diamond,strings
go,diamond,text_formatting
go,react,callbacks
go,react,interfaces
go,react,reactive_programming
go,custom-set,filtering
go,custom-set,loops
go,custom-set,sets
go,atbash-cipher,algorithms
go,atbash-cipher,cryptography
go,atbash-cipher,strings
go,atbash-cipher,transforming
go,phone-number,conditionals
go,phone-number,regular_expressions
go,phone-number,strings
go,phone-number,text_formatting
go,phone-number,transforming
go,strain,arrays
go,strain,filtering
go,strain,loops
go,pig-latin,conditionals
go,pig-latin,strings
go,pig-latin,transforming
go,prime-factors,algorithms
go,prime-factors,integers
go,prime-factors,math
go,armstrong-numbers,algorithms
go,armstrong-numbers,integers
go,armstrong-numbers,math
go,transpose,loops
go,transpose,strings
go,transpose,transforming
go,nth-prime,algorithms
go,nth-prime,integers
go,nth-prime,math
go,diffie-hellman,algorithms
go,diffie-hellman,cryptography
go,diffie-hellman,integers
go,diffie-hellman,math
go,diffie-hellman,transforming
go,beer-song,loops
go,beer-song,strings
go,beer-song,text_formatting
go,ocr-numbers,parsing
go,ocr-numbers,pattern_recognition
go,wordy,conditionals
go,wordy,integers
go,wordy,parsing
go,wordy,strings
go,wordy,type_conversion
go,nucleotide-count,maps
go,nucleotide-count,parsing
go,nucleotide-count,strings
go,grade-school,lists
go,grade-school,sorting
go,grade-school,structs
go,saddle-points,arrays
go,saddle-points,integers
go,saddle-points,matrices
go,saddle-points,searching
go,meetup,dates
go,meetup,time
go,meetup,transforming
go,meetup,type_conversion
go,simple-linked-list,arrays
go,simple-linked-list,loops
go,linked-list,data_structure
go,linked-list,pointer
go,binary-search,algorithms
go,binary-search,arrays
go,binary-search,searching
go,binary-search,sorting
go,binary-search-tree,algorithms
go,binary-search-tree,recursion
go,binary-search-tree,searching
go,binary-search-tree,sorting
go,binary-search-tree,structs
go,binary-search-tree,trees
go,kindergarten-garden,parsing
go,kindergarten-garden,records
go,kindergarten-garden,searching
go,kindergarten-garden,strings
go,kindergarten-garden,structs
go,simple-cipher,algorithms
go,simple-cipher,cryptography
go,simple-cipher,interfaces
go,simple-cipher,strings
go,simple-cipher,transforming
go,pov,graphs
go,pov,recursion
go,pov,structs
go,pov,transforming
go,pov,trees
go,minesweeper,arrays
go,minesweeper,games
go,minesweeper,loops
go,minesweeper,matrices
go,minesweeper,transforming
go,robot-simulator,concurrency
go,robot-simulator,loops
go,robot-simulator,sequences
go,robot-simulator,strings
go,robot-simulator,structs
go,word-search,matrices
go,word-search,searching
go,word-search,strings
go,all-your-base,integers
go,all-your-base,math
go,all-your-base,transforming
go,connect,arrays
go,connect,games
go,connect,graphs
go,connect,loops
go,connect,searching
go,ledger,dates
go,ledger,integers
go,ledger,records
go,ledger,refactoring
go,ledger,sorting
go,ledger,strings
go,ledger,text_formatting
go,markdown,refactoring
go,markdown,strings
go,markdown,text_formatting
go,yacht,equality
go,yacht,games
go,yacht,integers
go,yacht,parsing
go,yacht,pattern_matching
go,yacht,sequences
go,poker,equality
go,poker,games
go,poker,parsing
go,poker,pattern_matching
go,poker,sequences
go,poker,strings
go,variable-length-quantity,bitwise_operations
go,variable-length-quantity,integers
go,variable-length-quantity,transforming
go,forth,domain_specific_languages
go,forth,parsing
go,forth,stacks
go,change,algorithms
go,change,arrays
go,change,loops
go,change,searching
go,bowling,algorithms
go,bowling,arrays
go,bowling,conditionals
go,run-length-encoding,parsing
go,run-length-encoding,strings
go,run-length-encoding,transforming
go,collatz-conjecture,conditionals
go,collatz-conjecture,control_flow_loops
go,collatz-conjecture,integers
go,collatz-conjecture,math
go,spiral-matrix,arrays
go,spiral-matrix,loops
go,spiral-matrix,matrices
go,book-store,algorithms
go,book-store,floating_point_numbers
go,book-store,integers
go,book-store,lists
go,rotational-cipher,cryptography
go,rotational-cipher,integers
go,rotational-cipher,strings
go,proverb,arrays
go,proverb,loops
go,proverb,strings
go,isbn-verifier,arrays
go,zebra-puzzle,algorithms
go,zebra-puzzle,arrays
go,zebra-puzzle,searching
go,dominoes,algorithms
go,dominoes,arrays
go,dominoes,searching
go,alphametics,algorithms
go,alphametics,arrays
go,alphametics,searching
go,two-bucket,algorithms
go,two-bucket,conditionals
go,two-bucket,searching
go,grep,algorithms
go,grep,arrays
go,grep,conditionals
go,grep,searching
go,grep,strings
go,rectangles,arrays
go,rectangles,control_flow_conditionals
go,rectangles,control_flow_loops
go,rectangles,matrices
go,rectangles,strings
go,list-ops,functional_programming
go,list-ops,lists
go,list-ops,recursion
go,list-ops,type_conversion
haskell,hello-world,strings
haskell,bob,strings
haskell,pangram,strings
haskell,collatz-conjecture,math
haskell,collatz-conjecture,maybe
haskell,collatz-conjecture,number_theory
haskell,rna-transcription,maybe
haskell,sum-of-multiples,math
haskell,sum-of-multiples,number_theory
haskell,difference-of-squares,math
haskell,difference-of-squares,number_theory
haskell,grains,maybe
haskell,grains,number_theory
haskell,acronym,strings
haskell,perfect-numbers,math
haskell,perfect-numbers,maybe
haskell,perfect-numbers,number_theory
haskell,hamming,maybe
haskell,nucleotide-count,either
haskell,grade-school,define_type
haskell,isogram,strings
haskell,diamond,strings
haskell,etl,algorithms
haskell,etl,strings
haskell,raindrops,strings
haskell,accumulate,filtering
haskell,accumulate,lazy_evaluation
haskell,accumulate,library_reimplementation
haskell,strain,lazy_evaluation
haskell,strain,library_reimplementation
haskell,phone-number,maybe
haskell,twelve-days,strings
haskell,isbn-verifier,algorithms
haskell,run-length-encoding,algorithms
haskell,run-length-encoding,strings
haskell,beer-song,refactoring
haskell,triangle,number_theory
haskell,kindergarten-garden,define_type
haskell,complex-numbers,define_type
haskell,complex-numbers,math
haskell,complex-numbers,number_theory
haskell,robot-simulator,define_type
haskell,secret-handshake,bitwise_operations
haskell,protein-translation,maybe
haskell,anagram,filtering
haskell,anagram,lists
haskell,anagram,strings
haskell,simple-linked-list,define_type
haskell,simple-linked-list,library_reimplementation
haskell,list-ops,accumulator_strictness
haskell,list-ops,filtering
haskell,list-ops,library_reimplementation
haskell,roman-numerals,maybe
haskell,prime-factors,math
haskell,prime-factors,number_theory
haskell,allergies,algorithms
haskell,allergies,bitwise_operations
haskell,all-your-base,either
haskell,all-your-base,math
haskell,largest-series-product,either
haskell,largest-series-product,math
haskell,clock,define_type
haskell,clock,instance_num
haskell,matrix,define_type
haskell,house,refactoring
haskell,pascals-triangle,math
haskell,pascals-triangle,number_theory
haskell,pythagorean-triplet,math
haskell,pythagorean-triplet,number_theory
haskell,series,lists
haskell,series,strings
haskell,sieve,math
haskell,sieve,number_theory
haskell,atbash-cipher,algorithms
haskell,atbash-cipher,strings
haskell,bracket-push,stack
haskell,nth-prime,math
haskell,nth-prime,maybe
haskell,nth-prime,number_theory
haskell,word-count,strings
haskell,binary-search-tree,define_type
haskell,binary-search-tree,maybe
haskell,luhn,algorithms
haskell,luhn,strings
haskell,queen-attack,maybe
haskell,ocr-numbers,strings
haskell,food-chain,refactoring
haskell,rotational-cipher,strings
haskell,spiral-matrix,lists
haskell,custom-set,define_type
haskell,custom-set,library_reimplementation
haskell,parallel-letter-frequency,strings
haskell,transpose,lists
haskell,simple-cipher,io_monad
haskell,simple-cipher,mutable_state
haskell,simple-cipher,random
haskell,palindrome-products,lists
haskell,palindrome-products,math
haskell,robot-name,define_type
haskell,robot-name,io_monad
haskell,robot-name,random
haskell,pig-latin,strings
haskell,say,maybe
haskell,bank-account,define_type
haskell,bank-account,io_monad
haskell,bank-account,maybe
haskell,bank-account,mutable_state
haskell,rail-fence-cipher,algorithms
haskell,rail-fence-cipher,strings
haskell,linked-list,define_type
haskell,linked-list,io_monad
haskell,linked-list,library_reimplementation
haskell,linked-list,maybe
haskell,linked-list,mutable_state
haskell,zebra-puzzle,algorithms
haskell,zebra-puzzle,logic
haskell,wordy,maybe
haskell,change,maybe
haskell,alphametics,maybe
haskell,bowling,either
haskell,poker,maybe
haskell,connect,maybe
haskell,dominoes,maybe
haskell,sgf-parsing,maybe
haskell,go-counting,maybe
haskell,lens-person,lens
haskell,zipper,define_type
haskell,zipper,maybe
haskell,forth,define_type
haskell,forth,either
haskell,forth,stack
haskell,pov,maybe
objective-c,hello-world,optional_values
objective-c,hello-world,text_formatting
objective-c,two-fer,optional_values
objective-c,two-fer,text_formatting
objective-c,bob,control_flow_if_else_statements
objective-c,bob,strings
objective-c,leap,integers
objective-c,gigasecond,dates
objective-c,difference-of-squares,integers
objective-c,difference-of-squares,math
objective-c,reverse-string,strings
objective-c,sum-of-multiples,lists
objective-c,sum-of-multiples,math
objective-c,sum-of-multiples,transforming
objective-c,space-age,discriminated_unions
objective-c,space-age,floating_point_numbers
objective-c,hamming,filtering
objective-c,hamming,strings
objective-c,nucleotide-count,maps
objective-c,nucleotide-count,strings
objective-c,raindrops,filtering
objective-c,raindrops,text_formatting
objective-c,grade-school,maps
objective-c,grade-school,sorting
objective-c,etl,maps
objective-c,etl,transforming
objective-c,isogram,filtering
objective-c,isogram,strings
objective-c,flatten-array,lists
objective-c,flatten-array,looping
objective-c,flatten-array,searching
objective-c,prime-factors,integers
objective-c,prime-factors,looping
objective-c,prime-factors,math
objective-c,sublist,lists
objective-c,sublist,looping
objective-c,clock,structural_equality
objective-c,clock,time
objective-c,triangle,discriminated_unions
objective-c,triangle,integers
objective-c,robot-name,randomness
objective-c,robot-name,strings
objective-c,scrabble-score,transforming
objective-c,phone-number,parsing
objective-c,phone-number,transforming
objective-c,perfect-numbers,discriminated_unions
objective-c,perfect-numbers,integers
objective-c,perfect-numbers,math
objective-c,secret-handshake,bitwise_operations
objective-c,secret-handshake,lists
objective-c,atbash-cipher,maps
objective-c,atbash-cipher,strings
objective-c,atbash-cipher,transforming
objective-c,sieve,filtering
objective-c,sieve,math
objective-c,collatz-conjecture,integers
objective-c,collatz-conjecture,math
objective-c,series,integers
objective-c,series,lists
objective-c,series,looping
objective-c,strain,filtering
objective-c,strain,sequences
objective-c,beer-song,conditionals
objective-c,beer-song,looping
objective-c,beer-song,strings
objective-c,word-count,maps
objective-c,word-count,strings
objective-c,word-count,transforming
objective-c,allergies,bitwise_operations
objective-c,allergies,enumerations
objective-c,allergies,filtering
objective-c,meetup,dates
objective-c,anagram,filtering
objective-c,anagram,strings
objective-c,acronym,strings
objective-c,acronym,transforming
objective-c,all-your-base,integers
objective-c,all-your-base,math
objective-c,all-your-base,transforming
objective-c,largest-series-product,integers
objective-c,largest-series-product,math
objective-c,largest-series-product,strings
objective-c,largest-series-product,transforming
objective-c,pangram,searching
objective-c,pangram,strings
objective-c,pangram,transforming
objective-c,transpose,strings
objective-c,transpose,transforming
objective-c,binary-search,integers
objective-c,binary-search,recursion
objective-c,binary-search,searching
objective-c,crypto-square,looping
objective-c,crypto-square,strings
objective-c,crypto-square,transforming
objective-c,pascals-triangle,lists
objective-c,pascals-triangle,math
objective-c,pascals-triangle,recursion
objective-c,say,loops
objective-c,say,parsing
objective-c,say,text_formatting
objective-c,say,transforming
objective-c,bracket-push,conditionals
objective-c,bracket-push,looping
objective-c,bracket-push,strings
objective-c,roman-numerals,recursion
objective-c,roman-numerals,transforming
objective-c,run-length-encoding,algorithms
objective-c,run-length-encoding,transforming
objective-c,luhn,algorithms
objective-c,luhn,strings
objective-c,luhn,transforming
objective-c,rna-transcription,conditionals
objective-c,rna-transcription,loops
objective-c,rna-transcription,strings
objective-c,rna-transcription,transforming
objective-c,grains,integers
objective-c,nth-prime,integers
objective-c,nth-prime,loops
objective-c,nth-prime,math
ocaml,hello-world,setting_up_ocaml_dev_environment
ocaml,hello-world,strings
ocaml,leap,booleans
ocaml,leap,integers
ocaml,hamming,iterating_over_two_lists_at_once
ocaml,difference-of-squares,math
ocaml,rna-transcription,transforming
ocaml,nucleotide-count,counting
ocaml,etl,transforming
ocaml,grade-school,transforming
ocaml,bob,strings
ocaml,anagram,strings
ocaml,space-age,floats
ocaml,pangram,strings
ocaml,acronym,strings
ocaml,all-your-base,math
ocaml,bracket-push,stacks
ocaml,binary-search,algorithms
ocaml,binary-search,arrays
ocaml,binary-search,search
ocaml,phone-number,strings
ocaml,word-count,counting
ocaml,word-count,strings
ocaml,beer-song,strings
ocaml,run-length-encoding,algorithms
ocaml,run-length-encoding,transforming
ocaml,roman-numerals,strings
ocaml,prime-factors,algorithms
ocaml,prime-factors,math
ocaml,say,strings
ocaml,palindrome-products,math
ocaml,robot-name,mutable_state
ocaml,robot-name,randomness
ocaml,change,algorithms
ocaml,change,dynamic_programming
ocaml,rectangles,search
ocaml,list-ops,functional_programming
ocaml,atbash-cipher,transforming
ocaml,minesweeper,arrays
ocaml,minesweeper,transforming
ocaml,bowling,algorithms
ocaml,dominoes,algorithms
ocaml,dominoes,search
ocaml,custom-set,functional_programming
ocaml,connect,search
ocaml,meetup,dates
ocaml,forth,interpreters
ocaml,zipper,functional_programming
ocaml,react,reactive_programming
ocaml,hangman,reactive_programming
perl5,difference-of-squares,math
perl5,prime-factors,math
perl5,trinary,math
perl5,largest-series-product,math
perl5,hexadecimal,math
perl5,pascals-triangle,math
perl5,palindrome-products,math
perl5,sum-of-multiples,math
perl5,sieve,math
perl5,pythagorean-triplet,math
perl5,all-your-base,math
python,hello-world,conditionals
python,hello-world,optional_values
python,hello-world,text_formatting
python,leap,booleans
python,leap,conditionals
python,leap,logic
python,reverse-string,strings
python,isogram,algorithms
python,isogram,conditionals
python,isogram,loops
python,isogram,strings
python,pangram,algorithms
python,pangram,conditionals
python,pangram,filtering
python,pangram,logic
python,pangram,loops
python,pangram,strings
python,rna-transcription,conditionals
python,rna-transcription,logic
python,rna-transcription,loops
python,rna-transcription,maps
python,rna-transcription,strings
python,rna-transcription,transforming
python,isbn-verifier,conditionals
python,isbn-verifier,integers
python,isbn-verifier,parsing
python,isbn-verifier,strings
python,isbn-verifier,type_conversion
python,hamming,algorithms
python,hamming,conditionals
python,hamming,filtering
python,hamming,logic
python,hamming,loops
python,hamming,sequences
python,hamming,sets
python,hamming,strings
python,word-count,algorithms
python,word-count,logic
python,word-count,pattern_recognition
python,word-count,strings
python,word-count,text_formatting
python,gigasecond,dates
python,gigasecond,time
python,bob,conditionals
python,bob,equality
python,bob,strings
python,yacht,conditionals
python,yacht,equality
python,yacht,games
python,yacht,integers
python,yacht,pattern_matching
python,yacht,sequences
python,run-length-encoding,algorithms
python,run-length-encoding,strings
python,run-length-encoding,text_formatting
python,meetup,conditionals
python,meetup,dates
python,meetup,parsing
python,meetup,pattern_recognition
python,meetup,strings
python,armstrong-numbers,algorithms
python,armstrong-numbers,loops
python,armstrong-numbers,math
python,rotational-cipher,logic
python,rotational-cipher,loops
python,rotational-cipher,strings
python,difference-of-squares,math
python,anagram,algorithms
python,anagram,logic
python,anagram,parsing
python,anagram,strings
python,allergies,bitwise_operations
python,allergies,classes
python,allergies,enumerations
python,series,algorithms
python,series,arrays
python,series,conditionals
python,series,loops
python,robot-simulator,algorithms
python,robot-simulator,classes
python,robot-simulator,conditionals
python,robot-simulator,loops
python,robot-simulator,tuples
python,robot-simulator,variables
python,sieve,algorithms
python,sieve,conditionals
python,sieve,lists
python,sieve,loops
python,sieve,math
python,atbash-cipher,algorithms
python,atbash-cipher,conditionals
python,atbash-cipher,loops
python,atbash-cipher,strings
python,sum-of-multiples,integers
python,sum-of-multiples,math
python,acronym,regular_expressions
python,acronym,strings
python,say,loops
python,say,parsing
python,say,text_formatting
python,say,transforming
python,largest-series-product,conditionals
python,largest-series-product,logic
python,largest-series-product,loops
python,largest-series-product,math
python,kindergarten-garden,arrays
python,kindergarten-garden,classes
python,kindergarten-garden,optional_values
python,kindergarten-garden,variables
python,grade-school,conditionals
python,grade-school,filtering
python,grade-school,integers
python,grade-school,lists
python,grade-school,sorting
python,grade-school,strings
python,flatten-array,algorithms
python,flatten-array,lists
python,flatten-array,recursion
python,flatten-array,transforming
python,roman-numerals,conditionals
python,roman-numerals,integers
python,roman-numerals,logic
python,roman-numerals,loops
python,roman-numerals,strings
python,space-age,conditionals
python,space-age,floating_point_numbers
python,space-age,integers
python,grains,bitwise_operations
python,grains,integers
python,grains,type_conversion
python,luhn,algorithms
python,luhn,conditionals
python,luhn,loops
python,luhn,pattern_matching
python,luhn,security
python,etl,loops
python,etl,maps
python,etl,transforming
python,prime-factors,algorithms
python,prime-factors,logic
python,prime-factors,loops
python,prime-factors,math
python,pig-latin,conditionals
python,pig-latin,loops
python,pig-latin,regular_expressions
python,pig-latin,strings
python,pig-latin,text_formatting
python,simple-cipher,cryptography
python,simple-cipher,strings
python,simple-cipher,text_formatting
python,scrabble-score,games
python,scrabble-score,loops
python,scrabble-score,maps
python,scrabble-score,strings
python,crypto-square,strings
python,crypto-square,text_formatting
python,crypto-square,transforming
python,sublist,lists
python,sublist,loops
python,sublist,searching
python,pythagorean-triplet,algorithms
python,pythagorean-triplet,conditionals
python,pythagorean-triplet,enumerations
python,pythagorean-triplet,equality
python,pythagorean-triplet,filtering
python,pythagorean-triplet,lists
python,pythagorean-triplet,logic
python,pythagorean-triplet,loops
python,pythagorean-triplet,math
python,pythagorean-triplet,searching
python,pythagorean-triplet,sets
python,pythagorean-triplet,tuples
python,pythagorean-triplet,variables
python,circular-buffer,algorithms
python,circular-buffer,classes
python,circular-buffer,conditionals
python,circular-buffer,exception_handling
python,circular-buffer,queues
python,robot-name,pattern_matching
python,robot-name,randomness
python,robot-name,regular_expressions
python,robot-name,strings
python,robot-name,text_formatting
python,matrix,integers
python,matrix,loops
python,matrix,matrices
python,matrix,type_conversion
python,rail-fence-cipher,algorithms
python,rail-fence-cipher,cryptography
python,rail-fence-cipher,lists
python,rail-fence-cipher,text_formatting
python,nth-prime,algorithms
python,nth-prime,lists
python,nth-prime,loops
python,nth-prime,math
python,saddle-points,algorithms
python,saddle-points,conditionals
python,saddle-points,lists
python,saddle-points,loops
python,saddle-points,matrices
python,saddle-points,sets
python,beer-song,conditionals
python,beer-song,loops
python,beer-song,strings
python,perfect-numbers,algorithms
python,perfect-numbers,logic
python,perfect-numbers,loops
python,perfect-numbers,math
python,secret-handshake,bitwise_operations
python,secret-handshake,conditionals
python,secret-handshake,integers
python,secret-handshake,lists
python,secret-handshake,logic
python,secret-handshake,loops
python,secret-handshake,transforming
python,twelve-days,lists
python,twelve-days,strings
python,twelve-days,text_formatting
python,palindrome-products,loops
python,palindrome-products,math
python,bracket-push,parsing
python,bracket-push,recursion
python,bracket-push,stacks
python,bracket-push,strings
python,minesweeper,games
python,minesweeper,lists
python,minesweeper,loops
python,minesweeper,parsing
python,minesweeper,transforming
python,queen-attack,arrays
python,queen-attack,exception_handling
python,queen-attack,games
python,queen-attack,logic
python,queen-attack,matrices
python,wordy,logic
python,wordy,parsing
python,wordy,pattern_matching
python,wordy,regular_expressions
python,wordy,transforming
python,wordy,type_conversion
python,phone-number,conditionals
python,phone-number,pattern_matching
python,phone-number,regular_expressions
python,phone-number,strings
python,ocr-numbers,lists
python,ocr-numbers,parsing
python,ocr-numbers,pattern_recognition
python,house,pattern_recognition
python,house,recursion
python,house,strings
python,house,text_formatting
python,triangle,classes
python,triangle,conditionals
python,triangle,object_oriented_programming
python,triangle,pattern_matching
python,dot-dsl,classes
python,dot-dsl,domain_specific_languages
python,dot-dsl,equality
python,dot-dsl,graphs
python,dot-dsl,lists
python,dot-dsl,object_oriented_programming
python,dot-dsl,test_driven_development
python,dot-dsl,transforming
python,transpose,algorithms
python,transpose,strings
python,transpose,transforming
python,tree-building,maps
python,tree-building,records
python,tree-building,refactoring
python,tree-building,sorting
python,tree-building,trees
python,poker,conditionals
python,poker,lists
python,poker,loops
python,poker,parsing
python,zebra-puzzle,logic
python,rectangles,algorithms
python,rectangles,logic
python,rectangles,pattern_recognition
python,binary-search,algorithms
python,binary-search,conditionals
python,binary-search,lists
python,binary-search,loops
python,binary-search,searching
python,list-ops,callbacks
python,list-ops,conditionals
python,list-ops,filtering
python,list-ops,functional_programming
python,list-ops,lists
python,list-ops,loops
python,list-ops,searching
python,list-ops,variables
python,book-store,lists
python,book-store,loops
python,book-store,recursion
python,simple-linked-list,algorithms
python,simple-linked-list,conditionals
python,simple-linked-list,lists
python,linked-list,algorithms
python,linked-list,conditionals
python,linked-list,lists
python,rational-numbers,classes
python,rational-numbers,equality
python,rational-numbers,floating_point_numbers
python,rational-numbers,math
python,diamond,lists
python,diamond,loops
python,diamond,strings
python,variable-length-quantity,algorithms
python,variable-length-quantity,bitwise_operations
python,variable-length-quantity,transforming
python,all-your-base,integers
python,all-your-base,math
python,all-your-base,transforming
python,clock,classes
python,clock,logic
python,clock,text_formatting
python,clock,time
python,grep,files
python,grep,searching
python,grep,text_formatting
python,bowling,classes
python,bowling,exception_handling
python,bowling,logic
python,word-search,searching
python,word-search,strings
python,alphametics,conditionals
python,alphametics,logic
python,tournament,conditionals
python,tournament,loops
python,tournament,maps
python,tournament,parsing
python,scale-generator,pattern_matching
python,scale-generator,strings
python,protein-translation,pattern_matching
python,protein-translation,strings
python,change,algorithms
python,change,arrays
python,change,loops
python,two-fer,conditionals
python,two-fer,optional_values
python,two-fer,text_formatting
python,connect,parsing
python,connect,transforming
python,collatz-conjecture,loops
python,collatz-conjecture,math
python,go-counting,classes
python,go-counting,control_flow
python,go-counting,parsing
python,go-counting,tuples
python,complex-numbers,equality
python,complex-numbers,math
python,complex-numbers,tuples
python,diffie-hellman,algorithms
python,diffie-hellman,math
python,two-bucket,algorithms
python,two-bucket,conditionals
python,two-bucket,control_flow
python,two-bucket,loops
python,markdown,refactoring
python,markdown,text_formatting
python,forth,parsing
python,forth,stacks
python,food-chain,algorithms
python,food-chain,conditionals
python,food-chain,loops
python,zipper,recursion
python,zipper,searching
python,zipper,trees
python,error-handling,exception_handling
python,dominoes,lists
python,dominoes,tuples
python,pov,graphs
python,pov,recursion
python,pov,searching
python,pov,trees
python,react,callbacks
python,react,events
python,react,reactive_programming
python,binary-search-tree,classes
python,binary-search-tree,object_oriented_programming
python,binary-search-tree,recursion
python,binary-search-tree,searching
python,binary-search-tree,trees
python,custom-set,sets
python,spiral-matrix,algorithms
python,spiral-matrix,control_flow
python,spiral-matrix,lists
python,sgf-parsing,parsing
python,sgf-parsing,trees
python,bank-account,classes
python,bank-account,concurrency
python,bank-account,conditionals
python,ledger,globalization
python,ledger,refactoring
python,ledger,strings
python,rest-api,parsing
python,rest-api,strings
scala,hello-world,strings
scala,sum-of-multiples,filtering
scala,sum-of-multiples,math
scala,sum-of-multiples,sets
scala,leap,integers
scala,bob,control_flow_if_else_statements
scala,bob,pattern_matching
scala,bob,strings
scala,space-age,dates
scala,space-age,domain_specific_languages
scala,space-age,enumerations
scala,grade-school,maps
scala,grade-school,sequences
scala,grade-school,sorting
scala,accumulate,generics
scala,accumulate,lists
scala,accumulate,transforming
scala,flatten-array,lists
scala,flatten-array,pattern_matching
scala,flatten-array,recursion
scala,collatz-conjecture,math
